Timestamp,Event_Type,ScrollDeltaX,ScrollDeltaY,PackageName
1777865920534,CLICK,0,0,com.mele.logger
1777865922452,CLICK,0,0,com.sec.android.app.launcher
1777865923698,CLICK,0,0,com.ss.android.ugc.trill
1777865924291,SCROLL,0,368820,com.ss.android.ugc.trill
1777865927985,SCROLL,0,370477,com.ss.android.ugc.trill
1777865928094,SCROLL,0,370868,com.ss.android.ugc.trill
1777865928198,SCROLL,0,370869,com.ss.android.ugc.trill
1777865929158,SCROLL,0,371814,com.ss.android.ugc.trill
1777865929262,SCROLL,0,372907,com.ss.android.ugc.trill
1777865929382,SCROLL,0,372918,com.ss.android.ugc.trill
1777865930732,SCROLL,0,373021,com.ss.android.ugc.trill
1777865930836,SCROLL,0,374289,com.ss.android.ugc.trill
1777865930943,SCROLL,0,374963,com.ss.android.ugc.trill
1777865931334,SCROLL,0,374967,com.ss.android.ugc.trill
1777865931659,SCROLL,0,373273,com.ss.android.ugc.trill
1777865931762,SCROLL,0,372919,com.ss.android.ugc.trill
1777865931905,SCROLL,0,372918,com.ss.android.ugc.trill
1777865934215,SCROLL,0,372954,com.ss.android.ugc.trill
1777865934506,SCROLL,0,372955,com.ss.android.ugc.trill
1777865934865,SCROLL,0,372956,com.ss.android.ugc.trill
1777865935657,SCROLL,0,372919,com.ss.android.ugc.trill
1777865935774,SCROLL,0,372918,com.ss.android.ugc.trill
1777865937864,SCROLL,0,0,com.whatsapp
1777865939399,CLICK,0,0,com.sec.android.app.launcher
1777865940541,SCROLL,0,373048,com.ss.android.ugc.trill
1777865940652,SCROLL,0,373052,com.ss.android.ugc.trill
1777865940756,SCROLL,0,373167,com.ss.android.ugc.trill
1777865940872,SCROLL,0,373157,com.ss.android.ugc.trill
1777865941071,SCROLL,0,373156,com.ss.android.ugc.trill
1777865941207,SCROLL,0,373148,com.ss.android.ugc.trill
1777865941334,SCROLL,0,374630,com.ss.android.ugc.trill
1777865941439,SCROLL,0,374966,com.ss.android.ugc.trill
1777865941597,SCROLL,0,374967,com.ss.android.ugc.trill
1777865944228,SCROLL,0,375846,com.ss.android.ugc.trill
1777865944329,SCROLL,0,377004,com.ss.android.ugc.trill
1777865944457,SCROLL,0,377016,com.ss.android.ugc.trill
1777865945430,SCROLL,0,377640,com.ss.android.ugc.trill
1777865945537,SCROLL,0,379053,com.ss.android.ugc.trill
1777865945656,SCROLL,0,379065,com.ss.android.ugc.trill
1777865947968,SCROLL,0,379176,com.ss.android.ugc.trill
1777865948073,SCROLL,0,380582,com.ss.android.ugc.trill
1777865948182,SCROLL,0,381112,com.ss.android.ugc.trill
1777865948367,SCROLL,0,381114,com.ss.android.ugc.trill
1777865950603,SCROLL,0,381192,com.ss.android.ugc.trill
1777865950708,SCROLL,0,381193,com.ss.android.ugc.trill
1777865950993,SCROLL,0,381194,com.ss.android.ugc.trill
1777865951159,SCROLL,0,381195,com.ss.android.ugc.trill
