Timestamp,Event_Type,ScrollDeltaX,ScrollDeltaY,PackageName
1777901695196,CLICK,0,0,com.mele.logger
1777901696154,SCROLL,0,0,com.whatsapp
1777901700054,CLICK,0,0,com.sec.android.app.launcher
1777901700887,SCROLL,16,0,com.ss.android.ugc.trill
1777901704090,CLICK,0,0,com.ss.android.ugc.trill
1777901706026,CLICK,0,0,com.ss.android.ugc.trill
1777901706929,SCROLL,0,2049,com.ss.android.ugc.trill
1777901714689,SCROLL,0,3989,com.ss.android.ugc.trill
1777901714839,SCROLL,0,4098,com.ss.android.ugc.trill
1777901715418,SCROLL,0,5744,com.ss.android.ugc.trill
1777901715526,SCROLL,0,6146,com.ss.android.ugc.trill
1777901715634,SCROLL,0,6147,com.ss.android.ugc.trill
1777901716386,SCROLL,0,7876,com.ss.android.ugc.trill
1777901716495,SCROLL,0,8196,com.ss.android.ugc.trill
1777901717340,SCROLL,0,10081,com.ss.android.ugc.trill
1777901717445,SCROLL,0,10245,com.ss.android.ugc.trill
1777901718283,SCROLL,0,12003,com.ss.android.ugc.trill
1777901718388,SCROLL,0,12294,com.ss.android.ugc.trill
1777901720451,SCROLL,0,14112,com.ss.android.ugc.trill
1777901720560,SCROLL,0,14343,com.ss.android.ugc.trill
1777901722578,SCROLL,0,16213,com.ss.android.ugc.trill
1777901722685,SCROLL,0,16392,com.ss.android.ugc.trill
1777901724180,SCROLL,0,17867,com.ss.android.ugc.trill
1777901724289,SCROLL,0,18438,com.ss.android.ugc.trill
1777901724407,SCROLL,0,18441,com.ss.android.ugc.trill
1777901726165,SCROLL,0,20236,com.ss.android.ugc.trill
1777901726274,SCROLL,0,20490,com.ss.android.ugc.trill
1777901727360,SCROLL,0,22448,com.ss.android.ugc.trill
1777901727505,SCROLL,0,22539,com.ss.android.ugc.trill
1777901727802,SCROLL,0,20820,com.ss.android.ugc.trill
1777901727910,SCROLL,0,20490,com.ss.android.ugc.trill
1777901728226,SCROLL,580,0,com.ss.android.ugc.trill
1777901728334,SCROLL,914,0,com.ss.android.ugc.trill
1777901728443,SCROLL,1040,0,com.ss.android.ugc.trill
1777901728552,SCROLL,1042,0,com.ss.android.ugc.trill
1777901728660,SCROLL,1087,0,com.ss.android.ugc.trill
1777901728767,SCROLL,1082,0,com.ss.android.ugc.trill
1777901728909,SCROLL,1080,0,com.ss.android.ugc.trill
1777901729118,SCROLL,0,22329,com.ss.android.ugc.trill
1777901729178,SCROLL,0,0,com.ss.android.ugc.trill
1777901729228,SCROLL,0,22539,com.ss.android.ugc.trill
1777901729830,SCROLL,0,24375,com.ss.android.ugc.trill
1777901729936,SCROLL,0,24588,com.ss.android.ugc.trill
1777901730572,SCROLL,0,26033,com.ss.android.ugc.trill
1777901730678,SCROLL,0,26631,com.ss.android.ugc.trill
1777901730869,SCROLL,0,26637,com.ss.android.ugc.trill
1777901731397,SCROLL,0,28357,com.ss.android.ugc.trill
1777901731506,SCROLL,0,28686,com.ss.android.ugc.trill
1777901731843,SCROLL,0,27233,com.ss.android.ugc.trill
1777901731948,SCROLL,0,26640,com.ss.android.ugc.trill
1777901732045,SCROLL,0,26637,com.ss.android.ugc.trill
1777901732521,SCROLL,0,27432,com.ss.android.ugc.trill
1777901732625,SCROLL,0,28670,com.ss.android.ugc.trill
1777901732783,SCROLL,0,28686,com.ss.android.ugc.trill
1777901732931,SCROLL,0,26731,com.ss.android.ugc.trill
1777901733042,SCROLL,0,26637,com.ss.android.ugc.trill
1777901733343,SCROLL,0,28084,com.ss.android.ugc.trill
1777901733446,SCROLL,0,28680,com.ss.android.ugc.trill
1777901733601,SCROLL,0,28686,com.ss.android.ugc.trill
1777901735437,SCROLL,0,29615,com.ss.android.ugc.trill
1777901735540,SCROLL,0,30716,com.ss.android.ugc.trill
1777901735653,SCROLL,0,30735,com.ss.android.ugc.trill
1777901737335,SCROLL,0,32166,com.ss.android.ugc.trill
1777901737581,SCROLL,0,32784,com.ss.android.ugc.trill
1777901739206,SCROLL,0,34597,com.ss.android.ugc.trill
1777901739317,SCROLL,0,34833,com.ss.android.ugc.trill
1777901740693,SCROLL,0,36659,com.ss.android.ugc.trill
1777901740799,SCROLL,0,36882,com.ss.android.ugc.trill
1777901741599,SCROLL,0,38342,com.ss.android.ugc.trill
1777901741710,SCROLL,0,38928,com.ss.android.ugc.trill
1777901741823,SCROLL,0,38931,com.ss.android.ugc.trill
1777901742543,SCROLL,0,40758,com.ss.android.ugc.trill
1777901742653,SCROLL,0,40980,com.ss.android.ugc.trill
1777901743637,SCROLL,0,42553,com.ss.android.ugc.trill
1777901743744,SCROLL,0,43027,com.ss.android.ugc.trill
1777901743852,SCROLL,0,43029,com.ss.android.ugc.trill
1777901744254,SCROLL,0,44457,com.ss.android.ugc.trill
1777901744362,SCROLL,0,45075,com.ss.android.ugc.trill
1777901744469,SCROLL,0,45078,com.ss.android.ugc.trill
1777901745138,SCROLL,0,46651,com.ss.android.ugc.trill
1777901745248,SCROLL,0,47125,com.ss.android.ugc.trill
1777901745435,SCROLL,0,47127,com.ss.android.ugc.trill
1777901746063,SCROLL,0,48947,com.ss.android.ugc.trill
1777901746172,SCROLL,0,49176,com.ss.android.ugc.trill
1777901746648,SCROLL,0,49639,com.ss.android.ugc.trill
1777901746756,SCROLL,0,49818,com.ss.android.ugc.trill
1777901746880,SCROLL,0,51210,com.ss.android.ugc.trill
1777901747020,SCROLL,0,51225,com.ss.android.ugc.trill
1777901747425,SCROLL,0,52039,com.ss.android.ugc.trill
1777901747533,SCROLL,0,53260,com.ss.android.ugc.trill
1777901747643,SCROLL,0,53274,com.ss.android.ugc.trill
1777901748130,SCROLL,0,54522,com.ss.android.ugc.trill
1777901748234,SCROLL,0,55317,com.ss.android.ugc.trill
1777901748469,SCROLL,0,55323,com.ss.android.ugc.trill
1777901748654,SCROLL,0,53494,com.ss.android.ugc.trill
1777901748760,SCROLL,0,53274,com.ss.android.ugc.trill
1777901750028,SCROLL,0,55017,com.ss.android.ugc.trill
1777901750137,SCROLL,0,55323,com.ss.android.ugc.trill
1777901750697,SCROLL,0,57130,com.ss.android.ugc.trill
1777901750804,SCROLL,0,57372,com.ss.android.ugc.trill
1777901751423,SCROLL,0,57828,com.ss.android.ugc.trill
